CS_angle,F_alt,rate_HC,P_angle,Windspeed,Airspeed,Engine_thrust,Attack_angle,P_rate,Roll_rate,Yaw_rate
0.8408,9.131,-47.6878,0.125527,74.3,131,10.417,3.7,-4.9,16.6,-23
2.3861,11.24,-86.729,-0.144394,35.67,123,8.784,2.6,-27.4,4.9,-12.6
0.5988,8.443,-32.2677,-0.015911,71.67,82,10.539,2.2,18.8,24.8,-14
0.8728,10.636,123.6243,0.360768,51.75,65,10.284,3.8,-9.6,3.7,11.5
3.4938,8.074,-97.8231,-0.025233,61.81,146,7.749,2.9,9.4,3,-0.7
3.4395,11.975,-67.1214,0.547093,79.91,178,9.764,3.8,-21.6,20.9,-17.1
1.7764,8.389,22.9594,-0.305464,33.44,76,7.149,3.1,-6.4,15.5,-15.1
2.3865,9.751,-5.6922,0.238683,77.14,50,10.387,4.8,35.1,-10,-20.7
0.446,9.482,147.5451,0.65102,54.61,99,8.161,3.8,-19.8,18.6,-21.7
0.9596,11.629,67.154,-0.10394,37.21,56,10.147,4.3,-26.6,-7.4,10.6
2.9708,10.147,-57.4353,-0.386717,63.68,100,8.612,3.6,16.1,-21.7,-16
3.1455,9.719,84.9907,-0.037647,43.51,157,10.495,4.3,-11.4,-23.4,-20.7
1.6707,8.609,113.8506,0.739411,68.83,107,8.952,2.1,-5.1,5,-21.6
3.1848,11.37,8.2202,-0.185314,63.04,109,9.496,2.1,-18.1,23.6,7.6
0.482,8.787,120.0238,0.08564,42.57,118,8.395,4.2,-25.3,-5.8,-0.2
1.3661,9.053,-0.8906,-0.493309,77.92,133,9.202,3.8,24.1,6.7,-20.8
3.0379,9.965,-77.9248,0.317614,76.71,170,8.064,4.2,13.3,-16.4,23
1.923,8.053,90.0983,-0.342424,42.38,158,8.941,5,-8.9,1.1,25.7
3.8213,10.689,2.451,0.625476,52.37,142,10.455,3.5,2.8,-22,-7.7
0.8288,11.754,122.4847,0.104373,70.23,78,10.716,2.7,-0.4,15.2,-29
4.8246,11.99,-45.1691,0.055441,68.42,56,7.084,3.3,0.5,24.2,-4.5
1.0427,10.746,3.0633,0.03943,36.14,191,9.946,3.1,-17.8,-16.2,-4.9
2.7536,11.064,-10.3139,0.49839,59.77,96,8.86,2,-4.7,-4.1,-23.7
3.3811,10.072,3.0177,0.428361,64.33,44,8.922,4.1,-6.4,20.1,-17.5
2.9428,8.886,135.9044,0.524196,51.27,190,10.407,3.8,1.7,14.5,-13.9
4.8597,10.23,80.3128,0.049514,44.04,138,7.817,3.1,-5.7,-10.2,1.4
3.8138,10.237,-45.7982,0.162668,36.08,71,8.152,3.9,-13.9,-0.1,-11.8
2.6402,11.368,-63.8779,-0.148005,37.89,56,8.435,2,34,-3.5,-10.4
4.2957,10.356,114.7184,0.687854,62.84,95,7.282,2.5,-1.2,17.8,-22.2
4.3602,8.264,-92.0825,0.444021,67.93,55,7.174,3.9,17.7,-5.7,-25.7
1.1329,9.524,109.1614,0.660964,59.99,82,7.561,4.1,35.7,-24.7,29.7
3.3511,9.237,-103.3572,-0.181041,61.68,69,8.428,4.6,35.6,-19.1,-18.3
1.8488,8.91,-70.5593,-0.396588,66.39,100,9.599,4.8,-27.1,-14.8,-11
0.869,9.007,72.3748,0.60227,59.82,157,9.201,2,-6.5,14.8,21
1.7441,11.189,1.9217,0.680461,68.84,79,8.091,4.3,31.2,-16,26.3
4.3615,10.73,-17.4459,-0.204331,35.99,115,10.518,2.8,25.4,0.9,-25
1.376,9.81,-61.696,0.621745,39.05,78,10.926,3.7,-24.1,-2.5,-23.7
0.2177,9.542,-32.1889,0.455359,33.36,139,7.795,2.4,36.1,-1.6,11.1
3.1682,11.304,15.6864,0.059108,78.61,103,8.92,5,-24.4,-23.6,1.8
2.9608,11.674,80.1554,0.783376,53.21,88,10.254,3.4,-13.4,20.9,16.2
4.0962,10.605,-87.9154,0.526246,71.92,187,9.713,2.3,17.8,-22.1,-5.7
2.3422,11.326,-105.6971,-0.279486,78.31,71,7.371,2.3,1.1,-16.9,10.2
1.5454,9.49,-27.3325,0.01261,54.55,189,10.676,2.1,14.3,10.6,-14.7
1.2767,11.376,-46.4289,-0.225709,40.29,144,9.855,2.7,-5.2,-9.2,-26.1
0.4643,8.688,-42.3417,0.197577,61.58,107,10.231,4.2,19.2,-11.9,-6.5
3.1853,10.879,-27.9208,0.292037,34.24,91,10.512,4.4,-18.7,8.5,-13.3
4.8931,10.889,27.7062,0.724639,64.52,134,9.992,4.6,-23.2,-1,27
4.5802,10.356,118.0728,0.250482,74.81,73,7.011,4,-3.1,-2.4,26.9
4.1198,8.387,117.9582,-0.470499,45.06,60,10.837,5,33.6,-4.5,-24.4
4.4588,8.974,27.0079,0.148881,37.14,197,7.741,4,31.4,-2.5,-13
0.3041,10.308,125.8046,0.051692,79.04,128,8.642,2.4,14.6,-11.3,3.9
4.9821,8.799,-13.2019,0.443257,39.11,159,8.644,5,-1.1,-15.9,-26.4
0.2658,10.258,2.1801,0.127363,64.6,65,8.363,3.2,32.7,7.9,-7.1
3.0062,10.506,-91.5504,-0.184007,59.65,153,9.469,2,39.3,-19.4,-19.3
3.1184,8.419,-72.3931,0.473598,35.95,43,9.682,4.5,9.7,-18,-9.8
1.6099,8.745,-24.4689,-0.057648,72.06,76,8.189,3,18.7,-11,25.8
2.4975,9.019,-1.3353,-0.30937,41.46,83,10.964,3.6,-29.5,24.2,11.2
2.9341,8.113,128.4311,-0.460512,51.18,51,9.898,2.9,-10.6,14.8,-20
0.5174,9.953,-65.4345,-0.265616,35.84,130,9.623,4.8,13.9,-7.3,-25
4.0986,10.195,87.0919,0.371161,58.11,136,7.549,4.5,-24.9,1.1,18
1.8955,10.921,148.0917,0.321959,51.77,179,10.67,2.2,35.8,-7.8,22.7
0.0623,8.979,115.3726,0.023159,50.15,94,7.643,3.4,-8.6,3.8,-6.6
2.5161,9.644,95.2487,0.44096,70.35,112,8.178,4.5,0.7,-9.4,14.7
4.3931,11.476,120.3438,0.181211,68.16,110,8.899,2.2,16.8,18.1,-18.3
2.6376,10.003,100.8048,-0.131695,50.64,116,10.118,4.2,9.7,12.1,-25.6
0.1423,9.425,110.4083,-0.162309,34.59,192,8.33,4.3,-19.4,-19.1,11.4
1.855,10.376,113.45,-0.191421,36.12,184,7.503,3.2,30.8,14.9,1.1
3.1249,8.792,-0.3827,-0.299391,45.38,145,8.438,2.6,22.6,21.4,16.3
0.3163,9.795,-101.5367,-0.286993,76.59,171,7.194,5,-25.3,1.8,9.3
2.015,11.959,-87.1218,-0.417083,77.27,113,7.2,3.7,37,12.3,-14.5
2.8128,11.206,32.9193,0.059727,31.96,124,7.384,2.1,37.8,-0.9,-18.9
0.7926,11.088,-25.4962,-0.234512,51.26,64,8.103,2.2,33,-3.6,-1.9
3.2118,10.945,116.3084,0.675916,56.92,53,9.127,2.8,-28.9,-15.5,16.8
4.1174,8.157,-27.8122,0.249457,58.27,81,8.841,4.3,9.5,4.5,9.3
1.095,11.397,-23.4171,-0.013291,59.91,104,7.557,3.1,18.3,-3.9,19.3
2.763,10.481,90.0226,-0.499813,67.26,130,9.235,4.2,0.6,-18.2,-17
2.4497,8.877,-5.226,0.316807,64.81,72,9.322,2.8,14.9,11.7,26.5
4.7887,9.334,-102.1645,-0.13293,30.01,148,9.752,4.3,6.9,3.5,-3.1
1.569,9.168,119.1867,-0.040975,43.31,154,10.769,2.6,-1.9,23.8,-4.1
4.8535,8.063,111.4551,0.056303,61.75,180,9.69,3.3,5.2,18.9,-7.5
0.3519,10.836,1.4302,0.093588,79.09,143,7.123,4.7,22.4,-16,-18
2.7917,11.891,-86.6233,0.428006,57.92,94,9.286,3.9,-15.4,-23.3,24.7
4.4199,10.418,85.8271,0.142561,76.1,42,9.51,2.7,30.3,-11,-4.8
1.8844,8.465,131.0383,0.66667,72.48,196,7.21,3.1,14.1,10.4,27
1.5055,8.309,69.0852,-0.085781,39.18,67,9.464,2.7,-29.3,13.1,17
3.6904,9.435,84.4271,-0.314918,65.63,175,10.186,5,3.4,-23.7,-5.7
3.1683,8.224,-99.9167,-0.197837,38.79,81,8.348,4.9,30.6,13.1,8.9
1.6573,11.171,32.3493,-0.240983,45.36,137,9.375,2.6,-4.5,-12.6,-8
3.9211,8.437,130.3026,-0.447151,49.7,164,8.777,3.8,11.3,-7.7,9.9
1.8242,10.129,115.6322,0.300424,60.61,197,9.504,3.7,24.2,-14.4,-28.1
3.3925,11.686,44.0725,0.215762,70.64,119,9.251,4.4,10.4,-12.9,-22.8
1.5401,11.612,41.9787,-0.459405,31.59,133,7.314,4.5,-20.9,-3.6,19.5
0.7777,11.49,24.4645,0.211427,38.9,181,10.051,3.8,-8.4,-7.5,9.7
1.3007,9.426,29.7045,-0.263778,51.39,185,9.871,3.3,21.5,7.4,-18.7
1.3939,11.915,128.0407,0.468434,47.24,88,8.669,2.8,21.2,21,25.9
3.249,10.393,-103.329,0.768069,43.86,101,8.971,2,35.8,-3.6,3.4
3.3111,10.796,126.355,-0.430255,62.04,133,7.574,3.2,-25.1,-12.9,20.4
2.561,11.458,70.7513,0.241454,73.26,70,10.515,3.8,-15.6,12.3,9.4
2.3931,10.306,-100.8708,0.449687,51.81,111,10.983,3,-26.9,0.2,4
0.8976,10.03,-47.486,0.425386,65.76,68,7.363,3.1,12.3,-8.5,-13.6
3.5915,8.868,-19.8006,-0.433386,48.78,110,10.789,3.7,36,14.9,-29.2
4.4317,9.54,-25.9786,-0.372532,59.27,187,7.373,4.5,35,-21,27.6
3.7462,9.48,65.0695,0.414711,44.43,136,8.582,3.4,28.7,6.1,14.8
3.4125,10.988,122.1429,-0.286704,77.7,188,7.39,3.6,35.2,14.9,13.1
4.4623,10.501,59.6325,0.7471,42.81,57,9.159,3.1,-17,6.5,-14
2.9304,9.155,72.8744,-0.221754,30.94,41,8.559,2.1,-16.2,8.2,3.9
4.7476,8.209,-3.7538,-0.472393,44.21,124,8.243,4.2,-11.5,13.2,-12
4.4082,9.258,-69.6647,0.169009,55.25,62,7.158,4,-22.7,11.4,-2.1
2.6473,9.925,105.5634,0.023714,45.74,78,9.915,2.6,36.7,20.5,-27.3
2.8079,10.538,31.9263,-0.337056,50.37,45,7.299,2.7,-4.6,-4.1,2.2
0.1109,9.456,149.626,0.571876,71.51,40,7.315,2.9,30,1.7,13.4
4.6249,10.417,-29.59,-0.317384,75.75,172,8.783,3,13.1,-11.7,-9
3.8568,8.787,56.9517,-0.441445,72.22,72,10.337,2.6,-16.6,-12.6,21.7
1.8708,10.985,-43.9104,-0.04571,69.19,187,10.693,2.9,-19.8,-19.6,25.3
1.9265,10.351,96.8425,-0.409837,70.61,166,7.426,3.6,-12.1,-23,-23.8
4.2384,11.999,126.0371,-0.395192,43.32,177,7.603,3.3,-27.2,-15.7,-4.8
1.0358,8.23,20.187,0.621326,75.18,126,8.22,2.3,-13.6,-6.4,-1.6
0.124,11.216,34.5795,-0.18536,45.6,110,10.101,4.9,-25.5,-16.5,28.5
0.935,10.298,-84.0302,0.46981,55.58,48,9.916,2.7,-26.5,17,20.3
4.9075,8.899,-60.5003,-0.084495,38.06,66,9.993,3.5,20.9,-20.8,-26.2
2.1832,8.916,21.1055,-0.22229,43.53,182,9.332,3.5,7.1,7.7,-28.6
3.2167,8.781,28.6075,0.630765,49.23,74,10.653,4.4,43.5,2.3,-13.9
2.3027,8.289,112.5864,0.302257,57.28,195,9.284,3.8,10.2,17.8,20.5
0.3928,11.354,-72.787,0.462442,32.83,50,7.991,2.5,9,-9.8,9.9
4.5052,10.753,45.2703,-0.434686,47.26,200,9.848,4.9,-18.7,24.5,-18.2
0.4042,11.553,-25.6859,-0.063546,52.93,92,7.757,4,35,-16.9,18.9
2.7042,10.903,-14.73,0.260876,56.02,82,10.529,3.7,-28.5,-13.5,-5.4
1.474,9.573,13.4382,-0.151963,62.03,106,9.778,4,-28.8,-2.3,-1.6
1.22,10.533,72.7626,0.251798,77.64,148,9.692,2.1,-13.6,18.7,3
0.374,11.773,98.5708,0.272128,45.38,142,8.283,4.9,30.5,-20.1,-27.2
4.049,11.948,64.3573,0.701203,52.46,112,9.697,4.1,-28.6,3.5,-16.6
3.5574,9.181,-38.5181,-0.131652,56.32,145,9.558,4.2,12.2,7.2,16.4
0.1869,11.561,-0.0315,-0.322787,58.89,59,10.431,2.9,17.4,7.6,-22.5
0.6729,11.837,110.5166,-0.336112,40.65,79,8.11,3.7,12.8,-14.8,8.4
3.438,10.895,-37.3615,-0.056985,33.47,68,9.737,3.9,37.9,-23.2,10
2.4386,10.857,6.2945,0.643568,77.27,113,10.419,3,-20.1,-21.9,17.4
2.9446,10.472,-54.3474,0.342757,59.55,177,7.216,4.2,-3.6,13,-17
2.5546,9.302,139.9756,0.005466,48.27,169,7.611,2.7,18.9,-10.9,1
1.9726,11.384,91.0869,0.572253,36.18,40,8.115,4.4,25.9,-13.9,-7.8
3.0576,9.731,-34.7655,-0.314027,79.76,183,7.118,4.7,7.5,-17.1,-22.4
4.1844,11.403,-72.0878,0.450615,63.92,74,9.149,3.4,-26,18.6,-10.5
4.8376,8.539,-12.9332,-0.119607,79.19,105,10.28,3.8,-1.5,-9.3,-20.8
0.4958,11.86,-75.3545,0.510288,50.57,134,8.103,2.1,14.8,-24.1,-6.4
2.1993,9.468,-59.6562,0.262786,45.86,154,10.112,4.8,36,-10.9,-3.2
3.7495,10.037,-36.7517,0.754255,49.05,130,10.902,2.5,1.3,22.9,-23.9
1.072,10.462,64.4569,-0.006378,73.5,97,7.593,3,-8.4,-6.5,-20.6
2.99,10.075,-99.129,-0.403146,61.59,140,10.105,2.1,21.9,-14.4,24.8
0.7259,9.559,-76.1378,0.165286,72.35,191,9.61,3,34.2,-13.9,15.5
3.3819,8.579,20.2098,-0.158792,67.56,74,9.503,2.3,-16.3,0.3,13.9
2.5727,8.562,128.7996,-0.228828,33.06,150,8.216,4,15,-20.5,15.7
2.5671,10.555,5.0499,0.617398,39.7,61,7.559,3.5,44.9,-5.9,28.8
3.013,10.373,98.126,0.402878,77.53,136,9.157,2.3,13.7,-10.1,-14.4
1.3458,10.409,126.2031,0.513478,52.47,88,7.572,3.6,30.2,16.8,-1.2
0.3618,11.994,-29.8768,-0.286992,62.79,153,9.697,3.1,29.1,8.9,-2.8
1.7301,9.501,-106.0805,-0.169152,76.54,177,10.717,3,27.9,12.1,10.5
1.0426,11.725,90.3325,-0.451625,37.53,152,8.754,2.2,-19.1,-7.5,-18.3
4.6595,11.869,-23.5249,-0.36884,41.98,161,7.189,3.1,44.8,23.4,-4.6
1.1506,11.106,-1.6775,0.687199,32.66,189,9.41,3.2,-1.6,4,-3.9
4.5297,10.228,-16.596,-0.046815,39.42,164,8.089,4.7,32,-5.8,-2.9
2.5839,11.764,-75.1087,-0.4167,36.93,77,8.729,3,-9.2,-19.7,-24.5
2.7275,8.727,138.0129,0.082241,30.63,46,8.318,4.4,31.1,-23.2,15.2
3.7707,10.156,-65.0072,-0.446633,76.63,43,7.193,4,-24.4,7.1,-21.6
3.0475,11.396,-48.942,-0.255712,61.86,132,8.849,4.9,-26,12.8,19.1
4.4134,9.49,-21.9726,0.480492,67.64,131,8.603,3,36,20,-29.7
2.7111,9.068,111.955,0.599783,51.22,149,7.723,3.9,32.6,-13.5,-10
4.9786,9.726,-76.3279,0.265563,67.66,52,8.501,3.5,-6.1,8.9,16.9
2.466,11.6,9.3183,0.67822,74.94,49,9.934,4.1,-3.6,-11.7,29
4.5774,9.592,-91.3842,0.255546,41.57,151,8.976,3.4,-26.1,21,5.5
4.8068,11.445,-77.5695,0.678539,38.79,168,9.173,2.9,-4.9,10.3,28
0.0176,10.187,103.6506,0.028252,32.87,128,8.763,4.2,23,0.2,-15.9
3.3429,8.711,108.9479,0.338136,32.72,110,8.641,2.3,-1.7,-8.1,-25.8
2.1433,11.882,73.8395,-0.333247,55.19,102,10.743,2,21.6,6.7,-18
2.3157,9.913,40.3524,0.77278,73.89,86,9.861,4.7,9.8,-24.5,-16.1
2.706,9.955,-9.3069,0.002487,68.35,166,10.061,3.4,44.8,-18.1,7.3
0.7006,8.147,8.5242,0.297447,38.29,82,8.879,3.6,10.6,6.8,-13
0.9469,10.005,62.9601,0.210254,33.98,79,8.67,3.7,12.9,7,2.2
2.5785,8.22,-41.4672,0.642838,33.14,133,7.434,4.2,-9.9,-7.3,19.6
1.0248,8.994,-39.693,-0.105783,36.47,118,8.674,2.8,1,-12.9,-23.5
4.1172,11.132,-3.0504,-0.233885,73.33,127,7.096,2.6,-5.5,-2.1,-29.8
2.202,11.492,69.1984,0.395082,41.19,126,9.917,4,2.6,8.3,14.3
1.4161,9.553,-52.3094,-0.198512,68.9,152,9.48,3.3,-21.3,23.5,26.4
3.6263,8.01,112.3731,-0.067941,52.34,119,10.791,4.8,-17.7,24.8,-7.9
3.0624,11.259,85.6675,-0.063714,36.57,53,7.195,4.7,-19.8,-6.9,13.1
3.4626,10.199,-18.1772,0.715304,57.76,120,9.257,3.8,37.1,-14.4,1.4
0.6419,10.297,68.8396,0.750312,57.31,96,9.387,3.2,9.5,20.4,-23
4.0928,9.281,-16.4735,-0.077389,68.13,40,9.917,5,-29.1,10.4,15.8
1.3267,10.694,-93.2373,0.728003,41.66,173,9.176,2.4,-8.2,-17.6,-18.4
3.301,10.663,139.8921,0.310071,63.14,103,7.863,3.1,-13.8,-2.1,-24.4
0.1759,8.197,-74.9204,-0.202514,52.4,52,10.062,3.1,-29.4,-20.4,-1.7
4.9456,10.401,139.0814,-0.221057,44.07,194,7.038,3,-17.1,-15.3,10
3.418,9.758,-91.4471,-0.270659,79.6,167,8.092,4.8,-19.6,4.7,25.3
4.2531,9.607,-19.2523,0.384767,64.47,183,9.669,4.8,18.1,7.3,7.7
4.6895,8.926,-76.1369,0.28653,76.35,181,10.847,4.9,8.8,2.7,-24.9
3.2006,8.673,-5.4513,0.540977,60.08,52,7.276,4.2,-20,8.7,21.7
1.0446,9.885,-4.5967,0.485717,71.47,129,8.86,3.2,2.9,8.5,-3
1.4798,9.447,-46.041,0.561672,69.77,82,10.303,2.1,32.9,2.3,-28.8
2.6757,9.779,-23.8693,0.783816,35.87,109,7.63,4.3,23.7,-8.4,15.1
3.9683,8.986,135.7065,0.185507,43.26,150,7.302,2,-6.1,-19.7,13.2
0.2722,11.453,42.7095,0.720547,66.2,46,10.484,4.3,-2.6,22.8,2.2
3.2955,9.182,-80.5452,0.506777,64.91,91,7.149,4.1,31.4,-21.6,11.2
4.9363,8.603,35.858,-0.182919,75.43,69,9.903,4.5,15,18.5,5.5
4.806,10.78,43.3873,0.399301,49.82,199,9.412,2,-24.3,8.2,3.6
0.1752,10.09,19.8613,0.357882,38.77,99,10.553,3.6,17.5,3.4,-20.3
4.8527,10.004,78.5286,-0.078217,50,187,10.454,2.6,-13.9,-18.9,-21.6
3.876,11.555,39.9714,-0.48713,31.79,136,9.947,2.6,13.8,-10.7,2.6
1.9284,8.218,-0.1663,0.598537,32.46,175,9.829,3.2,15.5,-4.2,-8.4
4.5741,11.834,116.1705,-0.369955,69.25,68,7.328,3.6,12.8,15.2,10.3
3.9987,9.657,133.9858,0.709939,68.42,68,9.299,2.9,19.4,14,-6.8
4.8702,11.59,-24.9851,0.43959,69.26,162,10.411,4.8,-12.3,15.6,-17.2
0.7322,8.311,55.2358,0.172229,34.44,176,7.456,3.1,41.1,18.4,-21.7
4.4364,10.612,-20.2007,0.099347,42.72,99,9.186,4.4,5.7,21.3,-27.7
0.2138,10.691,120.8049,0.002062,58.28,144,10.923,4.9,-12.3,4.1,-5.9
4.0009,8.983,72.2405,0.142757,40.78,94,7.435,2.6,16.4,-11.8,-15.7
4.3207,8.372,-74.1708,0.623874,37.63,130,7.999,4.9,19.6,-3.2,-19.6
4.9839,11.198,-78.148,0.509032,51.25,150,10.67,3.4,-13.3,-6.9,24
1.5143,10.72,82.6277,0.723212,52.6,183,9.306,2.4,30.9,3.6,28.9
4.394,8.553,-80.559,0.127249,73.48,102,7.334,3.7,24.9,-14.7,16.1
1.4564,8.598,32.5419,0.208931,31.13,61,10.628,4.1,-0.9,-7.2,24.4
0.5912,9.688,-12.2652,0.436612,38.93,127,8.343,3.4,43.2,-24.8,26.1
1.4118,8.039,-41.3875,0.290934,52.28,148,9.064,3.7,0.2,-22.9,-12.6
3.1372,8.183,119.9117,0.556857,54.5,89,9.538,2.8,8.5,15.5,11.8
1.8317,11.469,48.6568,0.432989,64.62,170,9.853,5,-11.4,9.9,3.2
0.6914,10.785,133.6906,0.552999,69.97,133,7.293,4.6,31.7,-7.5,-17.3
0.7673,9.168,87.1642,0.627011,37.96,151,10.38,4.5,-26.5,-1.2,8.4
1.219,10.32,40.2777,0.460414,32.58,142,9.049,3,-15,19.9,-9.2
2.0338,9.173,-32.4648,-0.215677,60.64,181,9.072,3.5,25.1,23.3,-13
2.9163,11.903,36.0795,-0.49874,68,186,10.641,4.3,35.9,1.6,-20.7
3.7107,11.633,-52.8763,0.211557,41.02,140,9.369,4.4,17.2,10.5,11
0.4355,9.705,-66.6599,0.754826,55.02,95,9.11,4.3,-1.3,8,26.8
4.9408,9.365,31.8069,-0.300481,73.61,56,8.04,2.3,-20.2,23.1,3.2
3.4152,11.743,62.7417,-0.050438,50.55,72,7.875,2.1,43.8,-15.2,10.5
4.4619,9.463,-3.0418,0.356133,47.21,118,9.519,3.9,4.5,5.6,-16.9
3.8503,8.158,-82.774,-0.200038,36.3,140,9.752,3.6,-12.7,1.8,-5.5
1.2778,11.108,12.9374,-0.140957,52.05,128,9.566,4.1,41.9,10.1,2.8
2.0997,9.893,-42.6887,-0.054665,70.77,76,8.399,4.7,25,-15.1,9.4
4.3433,10.842,0.8195,0.068502,40.01,193,7.088,2.8,37.8,-20,28.6
2.8977,11.237,30.9747,-0.063519,66.11,133,7.035,3.9,-29.2,-9.1,-12.1
2.1117,9.186,97.9424,0.224764,37.9,146,9.877,2.4,-10.6,-21.4,-11.3
1.5525,9.826,53.8108,0.464062,56.76,146,9.559,3.9,-29,6.8,-5.1
0.546,8.843,47.6873,-0.446419,46.93,191,9.236,2.5,23.1,-8.2,18.3
0.7353,10.884,-14.9558,-0.294075,75.98,167,9.835,5,14.9,-13.4,12.3
3.2955,11.28,-22.9134,0.494625,65.81,92,10.684,4.5,25.5,-24.6,-5.9
0.5105,9.341,-9.7106,-0.477293,45.15,148,7.84,3.5,-21.8,-15.5,22.8
3.9122,8.323,13.2737,0.109814,63.39,105,9.815,2.3,0.7,0.8,-25.1
3.3581,10.417,-97.2941,0.597351,77.74,134,9.335,3.6,-4.6,8.4,-16.4
4.3148,8.349,147.7741,-0.188637,50.97,118,8.991,4.5,-11.8,16,-4.1
1.4562,9.203,60.3554,0.013692,59.82,105,10.923,3.2,28.5,2.2,17.3
2.7748,10.654,77.6168,0.357896,76.45,152,10.06,4.6,4.6,-21.7,25.5
0.3923,9.676,-30.8898,0.035932,66.77,131,9.049,2.9,25.3,-0.9,-19.5
3.0764,11.696,19.2946,-0.202863,37.65,82,8.778,4.1,6.2,14.7,-6.5
3.7813,9.156,24.3103,-0.025614,53.25,132,8.851,4.1,39.9,-16.3,12.4
1.2754,11.274,-94.0352,0.690973,63.42,141,7.138,2.5,-9.3,16.5,4.7
4.2258,11.903,-95.4788,-0.119491,53.38,175,9.732,4.5,12.5,-5.9,-21.3
3.4589,8.907,49.7174,-0.115574,32.94,82,7.85,4.1,9.8,23.9,-17.5
4.8598,10.524,68.2882,0.285308,54.02,165,7.325,3.8,43.5,-3.8,0.7
2.8057,10.71,100.1399,-0.43927,42.31,111,8.81,4.8,-2.3,-25,13.5
0.8502,8.924,-59.7468,-0.10031,64.56,115,7.082,4.1,-2.4,-1.4,20.7
0.0945,11.206,23.0608,0.288941,57.58,127,7.091,2.4,36.2,-14,-28.8
1.0531,11.524,-54.7241,0.65185,42.8,52,9.405,2.2,11.9,6.8,26.7
3.1626,11.95,-78.0998,-0.406511,58.76,112,7.272,4,30.5,-1.1,7.1
0.2843,8.624,-46.7717,0.118833,57.41,196,9.273,3,9.8,-11.2,8.6
4.7213,9.557,-45.8708,0.67284,44.78,141,7.41,2.8,-14.6,14.2,-16
2.6617,8.04,-60.4559,-0.424143,32.01,199,8.079,4.8,24.3,6.2,-14.3
2.662,10.183,-104.8817,-0.141885,58.37,95,8.593,3.8,23.8,-2.5,6.3
1.0567,8.095,-79.6959,0.326793,30.49,155,9.22,2.4,-9.2,18.3,12.2
0.9448,8.298,-64.597,0.68881,60.32,169,10.95,3.5,-7,9.4,29.3
0.6581,9.233,65.5099,-0.109942,50.89,42,8.68,4.8,2.4,3.6,-22.2
2.2233,8.244,55.1252,-0.375144,43.06,86,10.2,2.5,31.8,16.6,-17.7
0.6562,11.356,42.15,0.458206,56.57,165,9.551,3.2,38.8,-16.9,-13.2
3.4984,10.066,121.6165,0.114755,63.89,182,9.607,3.6,42.9,-24.9,-29.6
3.9823,10.808,84.9349,-0.259633,36.78,84,7.602,3.1,-21.4,11.2,3.4
4.6848,11.24,92.8232,0.193878,54.23,68,7.501,2.1,-12,8.7,-6.8
1.1135,8.053,60.2137,-0.309538,34.99,183,10.385,4,-28.5,-12,-3
4.9994,8.312,101.4784,-0.084881,56.84,53,8.583,3.2,33.4,25,28.6
2.6642,9.859,-29.1097,-0.055621,36.58,198,9.775,4,-15,12.9,-25.2
2.7074,8.09,-65.6582,-0.198201,68.23,122,9.072,4.6,-15.1,-18.1,26.1
0.9833,11.015,-106.4159,-0.472403,69.13,197,7.972,4.2,5.7,14.9,9.6
0.0469,11.233,-45.2034,0.157912,58.85,137,10.177,3.6,20.3,20.8,22.7
3.5884,11.626,25.4926,-0.371445,59.35,70,8.422,3.3,34.2,-12.4,23.6
0.0464,11.335,116.6278,0.485407,77.48,83,10.086,2.9,-22.9,22.9,-3.1
0.6338,8.062,-62.5567,0.208275,50.04,74,9.234,4.7,29.3,-4.3,-28.7
0.6588,9.919,124.2368,-0.195689,46.7,138,7.909,2.9,4.4,-7.3,6.1
4.788,9.565,152.1346,0.465207,59.43,86,7.495,4.6,6.1,7.9,-16
0.998,10.612,76.4801,0.735303,35.37,154,7.196,3.5,-4.8,-10.5,-29
2.9541,10.841,-39.4104,0.42962,68.92,89,10.22,3.5,-18.1,0.3,-1.6
3.9622,9.549,-72.5514,-0.435221,36.38,62,8.849,2,13.3,6.2,-2.3
0.0252,10.915,45.1748,-0.313552,58.32,183,8.305,3.1,-12.6,13.1,21.7
4.53,11.772,-45.9299,0.163643,34.8,59,10.606,4.4,43.1,1.6,3.1
3.714,11.853,-94.0582,0.601884,42.66,136,7.296,4,17.5,20.3,-21.3
0.8979,9.032,125.3511,-0.327291,48.15,84,9.658,2.3,36.8,10.7,23.4
4.0554,10.238,-14.9454,-0.384309,78.2,156,7.473,3.9,26.8,20.8,-6.6
4.4246,11.393,-27.5372,0.36365,34.46,167,7.68,4.8,18.9,-14.3,12.9
3.3133,8.46,0.6049,-0.444221,47.56,64,7.082,3,-0.9,-20.7,5.7
4.7236,11.777,9.3168,-0.29028,77.86,193,7.26,2.3,17.4,-18.1,17.5
3.9477,10.604,-61.9061,-0.156912,47.6,45,10.292,2.4,32,-16.8,-25.8
1.4929,11.578,133.0516,-0.271287,66.38,130,9.459,3.7,10.9,-21.9,-1
3.2212,8.515,3.2914,-0.249006,49.08,194,10.685,4.4,21,-19.8,4.1
2.1575,11.943,-93.5824,0.328737,43.42,195,7.978,2.3,35,-24.7,-24.6
3.5517,11.508,133.3493,0.258071,57.63,179,9.549,2.3,7.6,-20.4,27.8
3.9033,11.136,78.3237,0.713911,77.75,46,10.976,5,-20.9,18.7,-26.1
4.4622,10.062,-16.3352,-0.118667,30.26,111,10.442,2,21,12,18.3
